Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
Portugal,,Madeira Island,"32.7607° N, 16.9595° W","Discover the lush beauty of Madeira Island, a subtropical haven of verdant landscapes, dramatic coastlines, and vibrant gardens. Embrace the island's unique charm and natural splendor...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL19aMTNaUlFLa3FzVXE4OTBlUjN0WUEvU29sNTZPc2RNc0U5MXdUeGZHR2hIQkpldTFWeVlPdkZyY1V1RklsYnEyOF93bThOVGp4ajhLUHpTMi1nSlpsQ3M4SGdJRWp2SmZXTDJMdy13NEZmcUtOVnJjcHJYQkYxV1pCdDl4dlNKS0Z5dzZyWEFxQmFITnhtTF9IT3FrR2IvMDRPcHBPZ1J0aTBfZE1remF6cHlXRzJNYlVFZU9kR0ZNMElFdUlPM09MWQ=="
Spain,,,,"Sultry flamenco in Madrid, Rioja’s bottles of red, Gaudí’s fantastical buildings—Spain is a kaleidoscope of culture. Find your haven to discover Moorish-tiled courtyards in Seville or dreamy Andalusian beach escapes...",2500+ Havens,18 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0ducjM0VTFCYjdvYnAyWUlZUmNCY1EvWENkS09semYzdWg3cmFHUVVLcWJOTEZITEdqUk02bHh0SG9seWpMSjZONnY3T3JpQk1naC1JTnhJNEZSYUJUdTRhcWczUVl1R0oxNHFnTFNrNnBFR29Sc255Yzl0UnZvZEU1VmRsaWo1dGsvSk9rM3RGc0RJS2pQaFM3ZXhQUGpNd05kR3h6U0hzWEZfc01RTDdtNDZVNA=="
Spain,,Andalucia,"37.5443° N, 4.7278° W","Immerse yourself in the rich history, culture, and natural beauty of Andalucia, a region of southern Spain boasting stunning beaches, breathtaking mountain landscapes, and charming towns...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3lsWDgtTHFtM1c5azNvMVJ0TUFIT3cvQXNlTmJNWVkxRHd0eWZ6TlVXWVQ1TUVyY1FOMnNYcmxUR1Zmb0JyeWVVSjJjWWtrV05IdFZILVBYR1N1Ym05eHdkdktZOFhBTlpZQUZ0NWx4N1R6UzkwbnlDZVR2bGRwbmVaMXNPdTZxWEYtZzlSRkUxbGNlTTlrZFF3Tl9YYW4vQlh1aXBKVUpaWDJEVDByMDlVOU1JdXVDbk1uVzdqay1DTElzV2tGckY2UQ=="
Spain,,Balearic Islands,"39.6074° N, 2.9833° E","Getaway to the idyllic beauty of the Balearic Islands, a Spanish archipelago of turquoise waters, lush landscapes, and vibrant culture. Relax in barefoot luxury in your own private finca...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1NxVy1rNGlkZFJ2ODZYUnA5T195MEEvR3pEd2xvU2F1d2h4VE55T20xd0wtQWs5eVFZdU15d2NKbklJdnpvRWdrcjNkc1diTDZMclpMVHZZN0hDUFpfSjhFLTItMmtoN0NOMlNVaWowV0NSaVJLckxSZ3JtSTZDWUJKUlhXYnpXc3VaaHpjdWJGeXU1b1FOUml5VTgyTTUvblNOLXZyd3BidkJmSmdpVnpNeEozLUFXbENBQXV5Y2VIcmNlN1lxcndRVQ=="
Spain,,Barcelona,"41.3851° N, 2.1734° E","Delve into the dynamic energy of Barcelona, a city of awe-inspiring architecture with a vibrant arts scene. From the fantastical Sagrada Família to the Museu Picasso, discover the beating heart of Catalonia...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1hEOFJ1UFptMDJGbzN3WGwtU3hlRFEvN2tHQW1EXzVPb1VZb1ZTUjd5N0MwODUtdGx0SmM0TnhZYkpienV0OVdBM01ucDVUVlFzazdfam96WEZhQm9LR24yd00ya0p0NUlSU21IdEE2eEN4c3dBOFpMTUoxV1RvNjEweTV1cXZfa3cvUjJDT0RWS0tEcWxRcWw1dGdDb1VJNmF5STF4U0R3SXJhaWNiOVlpaE42dw=="
Spain,,Basque Country,"43.2627° N, 2.9253° W","Experience the magic of Basque Country, with its scenic coastlines and proud cultural heritage. Indulge in the culinary delights of San Sebastián, sample txakoli & pintxos, and marvel at the Guggenhaim Bilbao...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3N6TEdrd3hVMzBySGpoYVZyZk4wTHcvZlpuZXYzWkZCNzlhQTRNVmpMRUlzaDdUbXprS0c0aktZOHMybnprOVVlb25CaE5HRXBpX21fUWE1bXB4N3NtTlpyMzFXYkN4REs4Y3F1MEVwX1NlWmR0SU5OWG8yUTdVamlUaW9lMlBvLVVvRktGamljeXQ1bHBhLXZ0TjdJcUsvekxNWTFKVTlSU1o5TV8wYWxTLS1lc3dvd3RZU1plYzhOYVdqcnBKd0FvRQ=="
Spain,,Canary Islands,"28.2916° N, -16.6291° W",,,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL25UNGFsMF9vTm5OcXN6TnU1bkN2OUEvM2ZGZzF6cjBQM3JtQXZucXpPSEg0cVJXY2hjLS15WEZkQ3c1RHpFRXRCaFQ0R0lBWlRsUFU3MnFhRVVwSmVtQ2F4dlZHUFNOMmlJMUE2OEpJc01HVFdjdWE4SGFXSjIwT2FYQTdDdWtYelF6WE9ITHpLVjQyWExDNGM1bW9LRDkvVllLOGFQMUx2U2c0TVZkcFp4d1JmbFFvV1U5Unl6TG01YnFXQXRsYXpWdw=="
Spain,,Cantabria,"43.1828° N, 3.9878° W","Discover the hidden treasures of Cantabria, a region of northern Spain boasting scenic coastline, lush mountains, and charming medieval towns. Experience the natural beauty and rich culture of Cantabria...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzZJUXlhU3lmUFVaNzk2NXJ5enB5MXcvWWIyeS0ydk8xeG5Uc3FMdFAyMjNyVHVNcGFFb3ptbWFnTWJUenJoYmNUcjgxOVVpYWwzb3JIMEpxUUhnS0pXSUpoYjZGVzZpNXdrTTZPQUJRRU9rY3BqYks4RFN2VzBOeVIzc0FjWHlpdm1FT1BVNi1rUkZLQmhCN0J2ZEZ2SU8vOU1MRTU3cnZYRzNreEFXcjU2SnRlaGFaS0sxYVhDZEI4MmQtY1lqa3Uyaw=="
Spain,,Catalonia,"41.5912° N, 1.5209° E","Immerse yourself in the vibrant culture of Catalonia, a region of northeastern Spain offering iconic landmarks, scenic landscapes, and a proud Catalan identity from Barcelona to the Costa Dorada...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL05CUmVmb1R0SmVVM2xkWVQxUi1xeUEvNHFrYU9Xc1dlYkV5UHp0UFNBRHhGVE5oLTNtZ1ZaT3ExRzRRLW1Bbk96UFloUHIteWlLM0JMZzlNVGJUaFkwc1NQc0lYT2wyNHN5cmhvZFNxNU94UGlKZV9oNDhfS0dScmhVZE5ZTzJrdWMvUnNPdlhvS21wTDVWWUlBd1Y3NGpQcU9VTWZ3UWxnMWpubWRaZzV6LWxFNA=="
Spain,,Costa del Sol,"36.5099° N, 4.8864° W","Getaway to the sunny paradise of the Costa del Sol, a Spanish coastal region offering stunning beaches, world-class resorts, and a wealth of outdoor activities. Relax and unwind in this Mediterranean paradise...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3ZxNUZralZHRTAxUW84NkVCdEZqbXcvdjVJc3dEdWRiczZ6Tm1JTDBkUEVvbkpoTDFoS0tBRUdZRFg0UVZNMDNMemFzdTllY3J5V0tUM0FVQ2VueUktR0phQnFybTBWRFlCN2xrT1g4U21CNWFUeU84dk1aQ3hmak5IeC1KUTg0NWYyWlI5UVh1cHN0Q0tLZk96YXVac3MvMlhabEZDTksyQmdfaHpzcjdlN2pVU0NJYlItZWZudHl4eDU5aGdHT2kxNA=="
Spain,,Formentera,"38.7038° N, 1.4565° E","Escape to the tranquil beauty of Formentera, beloved by the globetrotting artistic set for its beautiful beach coves and sparkling waters. Discover the natural splendor of this Balearic Island gem...",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2ViTjdfX2Utb0N6ZjZoTW5CYXlWV2cvbUUyTmVKdkdoRzltcHVlMnlWenN4a2Yzd1ktLUVpcEhiWl9hb01oeW5seVp0SjRvck1XbmR5X3o4eUwwUjhxVWpDTkhYemVGdHVmLTZoVXhFNHlxRmdfM2dKRE5wMTJLOHBPcUdrbWJJRDAvR0cwY1p0ekNvdU1YS0hmM3JBc2RLamN5bk1Bb3hueXhUZFFBR3V1RzBxWQ=="
Spain,,Granada,"37.1773° N, 3.5986° W","Step back in time and explore the rich history of Granada, a city of Moorish palaces, winding alleyways, and a vibrant flamenco culture. Experience the essence of Andalucia...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL19wVkRaVHNrRmZxWUhtaXRUaEJwQVEvNzJ0anBWNXVIR2ZiMmt3ekRyY2tLTUNzQnhCSTJxTlFBSnJjSzB2Y1Y0b1h4NDFScUI4YXpBUEVnUmxHMlJaeXN1Sl9pZjBTc19vUXd0WGUtTEM1RHdPWFdyUkt4SXNERVk0ZmFnSHA0Q1EvMEpBVWxJeVpMR3Q1UmdVV2FEelhMU0w0b3pJQVFxdm80TWVpeU9qSW1XZw=="
Spain,,Ibiza,"38.9085° N, 1.4324° E","Indulge in the lively energy and stunning beauty of Ibiza, a Spanish island paradise offering world-class nightlife, pristine beaches, and a laid-back island vibe. Relax in style at your very own private villa by the sea...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzhURXNRVlhJWlBfUVhscW94RTNOQWcvZ1I3T0JHQkVXU2NaZGFVVHRjSkNTRzNQVnhIcnZ2WHBRWDkteW14bWVaRzQyaUV5d1NwUGMtY0w0VndKT3NlNUUzYkVLeDNfaDFiNDBEUllwRHRsRHJHU3QzU2FQRExNc3lWY21nQjA3QUkvcjRTWEQ5RVplNFBJU2hXZmpwOVhVWUVqR1N2X1BwQjNEb3JYbDcySi1BNA=="
Spain,,Madrid,"40.4168° N, 3.7038° W","Discover the cosmopolitan energy Madrid, where you can spend dreamy days wandering through elegant boulevards, manicured parks, and museums filled with the artworks of Spanish masters...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1U5TWh1UWV5UVRzVGlVZFdDaXV1VmcvVHBSRk9aTVk5N2VPbnFCdnJvZTF1d3pnZFluZ2xWRzF5YXliZDdVQWJwSmU2NFdVdTJnSVhqeXFoZUcwa3MtaGlsNk1lLVJBcHBXTzhMQzBiV3pIWEM1SHBHaTNvTXJzNjVuTHV1aERiaW8vQUhfOEVzdGcwQmtsdmtQcU55ODY0aVh6cWZqZW1RS3ZwdjFOZXdaM1RGSQ=="
Spain,,Mallorca,"39.6953° N, 3.0176° E","The largest of the Balearic Islands, Mallorca enchants with its rocky calas, dramatic coastlines, and charming mountain villages. Embrace barefoot luxury living in this stunning Mediterranean escape...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzFZRDd2WnNWWnE3eVlMeko1MUFpRGcvbEpoQ2g3TnpyWGptTWVxZlZwTURZNWZ3VXk4RDlNbWVoSXYtbWczMW51MTh0MGlSbzVPazRXSVNkLTRrVkhqUC1nWEl6SmRoZ1ZEMEdzaWRSajk3eVAyaE9BcVZ6OTJmRkJwblNpWC1PYkUvTDdrbmI5eVl1bUwwUGtEUU1SWTVWYUtWUElpLXFfTzdQVGxsS1hKaFl2TQ=="
Spain,,Menorca,"39.9496° N, 4.1300° E","Escape to the serenity and natural beauty of Menorca, a tranquil Balearic Island known for its endless beaches, from miles-long sandy crescents to rocky bays. Relax and unwind in this laid-back paradise...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2I1cDBDWVU5VVZjcFBXR0w4YWtjRGcvVmc4OEJqck16NFIwMVJ4UWMteXpZa0VFX1A0bDAyZXJfOWNDY1RBWUxlN1N4ejFvTVE5Sk5UZHhWcDVFWDZqMGk0aHo5cEdFRzRSQ3lYeXdTNFI4QlVzTms3ZnFsZG1UdG5tWGlfV244VFEvemtFOFJGTlpsb0VSUmlUdS1EdWVKeVFOSW1RMzZfZ2ZFVWhENWxxcU1vYw=="
Spain,,Pyrenees,"42.6780° N, 0.8100° E","Experience the natural beauty and outdoor adventures of the Pyrenees, a mountain range of stunning vistas, charming villages, and a rich cultural heritage. Discover the magic of the Spanish side of the Pyrenees...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2ZNeV9BdkI2WFRmVmhwXzNsTlVUcmcveV82Z3RPV1Y3TzNFYzg0eVllQmgxb21VQURESmV1cGg5UVY2OEIyMndMQVFkdXpKSC1zUmV3emxiX2ZEaGl2MGl3V1VkQi1HTVE3N2VvS2FNZzUyV2o3dUFVaXZfajRlTFhtdFhKRXc0WWFDWEM2bDFnVVV0U25JblV2RUhpbWovNngwbjhOeWY3a3N4ZHdGR0RmczlocjFyRG8wdzRRYWZ3SFNrdy0zS2RpVQ=="
Spain,,Salamanca,"40.9701° N, 5.6636° W","Immerse yourself in the golden glow of this historic city, indulge in vibrant Spanish culture, and discover architectural masterpieces...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1F0Q1hORzByeUJNMmZsWWFKYkFzSmcvbUJkTExFMXkwVThBS2xXNVpuY3FFM01DYlZzMnFZcnFwVG5uTFhDZ0pGLUQ2UTlvZGlrTEJ0NERvVjM3WUt3ZnViZzYyaU94S3k2TzRVS3hjeWU2a2VTRXlWR3ZFVU9pSXNMWDFwVUg2a28vbUF3MlNyWGtWSFJCemE3aUF0YVBfQzZlZm1LeFV6T0lTZm10b3VRUlZIVQ=="
Spain,,Seville,"37.3891° N, 5.9845° W","With its enchanting and distinctive beauty, Seville leaves its mark. Bask in the grandeur of its monuments, soak in the charm of Triana, breathe in the scent of jasmine, stroll to the sounds of the Spanish guitar...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0tDdDlOWWxJTXhrN3QxbzVmNnBselEvLUdvWHl0dUE2Q1JScW9IY3FWMWdzamhicndZS0g0UXBTeXVKOTlpR2JsaVItWURLVEZzb1J5QXhTb0lJOEprTkItaXV3NlFKN0RkZ1BQRXdIMndkUzBZLXV3SjlJOWltRjFETU1RTmJpQ3cvM3ZUMm9aMFJUVnNreG1McFVxb3lObjVaUXhKRnBJWEwxeVpyYUh3dk5Odw=="
Spain,,Valencia,"39.4699° N, 0.3763° W","With its gentle light, mild climate, and charming old town, Valencia is a dream. Climb the 207 steps of the Miguelete tower, marvel at the beauty of the Silk Exchange, and indulge in paella and other local delicacies...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0lfRlYwRlVqRjBudjhQLXBvaTBOcWcvQVkxRGhVM3JmcWFVWHJ3Vm51ejFra2F1enNoUlhhcFlNSmxiakp0djRTYjlrekh2TVFLSVVOUVA3d2d2cjFwSTh2a2tTWS1wcHhCQUpMaHJ5UVZBa09xS3UtZFlNTVVkOXJNdGU1TlNIV0kvTjE3THFYd0s4LW5ReDliUDgzVkk0anhZWG56Y3lJbXVzVjdrOUxhYkpzaw=="
Sweden,,,,"The Aurora Borealis, verdant forests, and sleigh rides—Sweden is a nature lover’s paradise. In the capital city, Stockholm’s colorful home-lined streets and twinkling winter lights beckon...",20+ Havens,2 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1dmRk1TUTRMM0ZVVmVNdzhvbUdXRlEvUFpMVlM2aVZ1ZTIyeVpTMHVnbUpINHRUb21yVVpOU1dKdk5pTllSbWYyaUR3VDV1OWJKc2VaeDFnam1nVVF4MklCb240M2NyekY4YmhYZ01ELVhzZDZ4MlZhVXpqX0xIVmJkdUh3RFRua0kvZWVjY3NTUEE0N1ZEa3gtLS1mOVR2SkNvcDBnU3Y2SmhmVDhYZHA0RFRpcw=="
Sweden,,Gotland,"57.4684° N, 18.4867° E","Discover Sweden's largest island, experience the charm of medieval Visby, and explore a landscape of captivating beauty and history…",,Top Destination,/images/Gotland.jpg
Sweden,,Stockholm,"59.3293° N, 18.0686° E","Navigate a city built on 14 islands, appreciate innovative design, and indulge in a rich culinary scene in Sweden's stunning capital…",10+ Havens,Top Destination,/images/Stockholm.jpg
Switzerland,,,,"Mirror-like lakes and rolling countryside hills provide the perfect backdrop to ski in the Alps—afterwards, indulge in the country’s famed cheeses and chocolates, and live in a winter wonderland…",250+ Havens,11 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLy1LeHUyT3pHak5NUVBNS2ZzZHRsRGcvb2h2dFVKUVp4dXFyckxWSG5TS1dZZ0RVUHYtNUZoc0xJRkRBV2RQOFpRYXhWcmZsOHhVTDFGWHhjRlRsaE02a1lWcE00V213X2ZucU1ib2liQ0REcXNVSzlVdXBGZ3ZSamtmNWNtVnYyaXhDc0JBdU12WVgzX3lucE5rSG5WZ0ovdjYzcnEwM0Jydk5udjNYRkx0MnpTdGF0NWFGWlJrY3o5bG9Ea3BXUFkzYw=="
Switzerland,,Crans-Montana,"46.3099° N, 7.4765° E","Revel in luxury amid pristine alpine landscapes, enjoy world-class skiing, and experience the glamour of a chic mountain retreat...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1JLNVUxNDI2QnAwWl9pQWo0SGFRd2cvNHJSVnU4WURfQ2tJT1plT2ZWTDV1amFvME92c0ZrS1hXMmtlelVIOXhTbHFucjFlMVZLRE5OVm0wNE5BT19saF9tdEtleDV3ZHJFNUtkXzNPc29SNF9zenhqcWx3OUhfTnBuUkJoWGJhb1AtMEJrTFZJeDVmWlM0N3BQVzNoRHcvTGRIYzVYUW90VEtqdkUxU05BY1p4c2Vwb0ZOeXNHQ2J4NkRJeV9ONGQ0QQ=="
Switzerland,,Gstaad,"46.4727° N, 7.2867° E","Experience the epitome of Swiss elegance, enjoy exclusive skiing, unwind in sophisticated chalets, and savor delectable cuisine…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzd0dHJsaFFELXA3d2hsLXBuN2tCQ2cvYkV3VUp3NUpsN2hHclJsaDJOMGtpalY2Xzc5UlNZb1FvYzVGaFdhWG0wZWVfYmVlWmplVWYzdEh0TkNORkJnVm9wb3g1RXhfeHNvNWhoQ0s1S2hERVNlLW1GUkFEcTBpMzlmTkVKdC1NN3MvdHAxUWJJek93aVZJRmozVVV5d0NZcFdHVG1iZEhtc2JpOXN4a0ZkR3laZw=="
Switzerland,,Klosters-Serneus,"46.8640° N, 9.8793° E","Unwind in a charming mountain village, explore pristine ski slopes, appreciate the serene atmosphere, and feel like royalty…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2R5T0NDeGZUd0szQ2FRLU9nRDBxZkEvNzNwUWctYzI4c2RleGd3TUlGM2gxVmdPZjN1Z2wyRmFfbVp3VVkzUy1lVzR1R3N1SU9TbnRWQU9HWFhCdDVhWGZ2T3RvTTNibVlqeEx4RzNoanM3YU9VcHNxUkNSRjFDZ0p5WXNCLXJ5dDZTU1lnRklRQWdYRWhyUWEtWGd6eVovLXRnSVFwYXZDS1A5WUNqQnlGazlCWGtfT3hsdkFtXzJEdG9nWHgwZzcxUQ=="
Switzerland,,La Tzoumaz,"46.0990° N, 7.2284° E","Immerse in a family-friendly ski haven, navigate the diverse slopes, appreciate the stunning panoramas, and create unforgettable memories…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3U3U1pqTFRaTWZyTUpveVVTbUNwZ2cvc091YTc2Vm82VDJPRmhHaGR1dFVrWGtsM2pYOHNxZm5QakRLaGZsbXdkUVRlUXNNa3hOeFJpZUFsYklVSDBnampDcG5POUhhZU11TE1peXJYUEN0UXRVaUFGUEVYWDE1R1dselNjM05pTHZmNFdPZHpYaEhVRWRUajAyRm43OHYvRUR6dGtkQ0lzeEZITkdlRzFjbTZuVTJtRXFYUnBRNHpUMGM4Z1YxbnVsVQ=="
Switzerland,,Les 4 Vallées,"46.1827° N, 7.3430° E","Conquer Switzerland's largest ski area, challenge yourself on exhilarating slopes, and admire the awe-inspiring alpine views…",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0R1NXVMWkg4TFFQcjVHb0dqVUlNUVEvQmRlQnRrZTBsamg3TGt6c21QZ3NkTTNDdVBmZkRhUGFQU2pQRnlNVU5yeWRlNThBZkltcHR0Y1M5ajg4YVgyM0hJMlQxTUZra21IMnRmUGxoVTVzSTVvSGhRQnFBR2R5VTIzNVctdFI1dUFadkxJYlE4eDNSRWtLaEZoNGpQU28vMFNYNXAxTEIwcmJwb2YtMGVBLVp4UDMySXA0X3FQTG9aTW1IZVRrTnhEYw=="
Switzerland,,Lucerne,"47.0502° N, 8.3093° E","Bask in a city of fairytales, wander the picturesque Old Town, cruise Lake Lucerne, and capture the essence of Swiss charm…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3pDa3ROMVhtaW5rTzdoWXNDUlNRa0EvUEw5ZW0yLVp1dlFzQXFGRGxOWFBQMkhCSG1vbTNMWDJvVmxNQkJiWHEzSnI4VEV1NWZtOTVDbld2bVFUcnZ5Y0N3LVp4cDZBbnh3VmVRVm1WdEhjMWF4UGNRYVFLM0MyanBmSm9LdDJ5V2MvLXllVFdTcjczbVRYT0xob3lxeXEwcUlMazlYbnNHZkdMM2paZUF3T1Q0RQ=="
Switzerland,,Saas-Fee,"46.1093° N, 7.9298° E","Carve through the ""Pearl of the Alps,"" breathe in the crisp mountain air, and indulge in a unique, car-free village experience…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzN5ZkowSWx1UFdXUG9tRXJCX3BGZWcvMjQ2UW5XM0Mzb285X21ONlZSRHVFMVgyVDlBdFJvdE1zOHowaHpCOEFoSGdCZTc5dDYyaUp4OHRZVmxzNjhxbDVOYXdPS1VTWnpYTnBFdWFCWGpiTV9HSWhMVnRha3ZvclpnYXYxcVBLWFkvZkdOQXRrTlVINmhGYV9QdF9MYVdjempJRGtsTGNZOXRTTEMtM0xDY3Vpbw=="
